CameraID,Latitude,Longitude,RoadSegment,Direction,LocationName
4798,1.25999999687243,103.823611110166,sentosa_gateway_outbound,Towards Telok Blangah,Sentosa Tower 1
4799,1.26027777363278,103.823888890049,sentosa_gateway_inbound,Towards Sentosa,Sentosa Tower 2
